video_game,price,kind,link,devoloper,platform,type
Scott Pilgrim vs. the World: The Game,"76,99 €",Western-Style,https://sandbox.oxylabs.io/products/2179, Ubisoft Montreal,N/A,multiplayer
NFL Street 2 Unleashed,"73,99 €",Driving,https://sandbox.oxylabs.io/products/2180, EA Tiburon,N/A,multiplayer
Shantae,"77,99 €",Racing,https://sandbox.oxylabs.io/products/2181, WayForward,N/A,singleplayer
Ikenfell,"72,99 €",General,https://sandbox.oxylabs.io/products/2182, Happy Ray Games,N/A,singleplayer
Quarantine Circular,"67,99 €",Arcade,https://sandbox.oxylabs.io/products/2183, Mike Bithell,N/A,singleplayer
Jotun: Valhalla Edition,"57,99 €",Automobile,https://sandbox.oxylabs.io/products/2184, Thunder Lotus Games,N/A,
Another World: 20th Anniversary Edition,"72,99 €",Action,https://sandbox.oxylabs.io/products/2185, The Digital Lounge,N/A,singleplayer
Bandfuse: Rock Legends,"77,99 €",General,https://sandbox.oxylabs.io/products/2186, Realta Entertainment Group,N/A,
Mario Party 9,"68,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/2187, Nd Cube,N/A,singleplayer
MechWarrior 5: Mercenaries,"53,99 €",2D,https://sandbox.oxylabs.io/products/2188, Piranha Games,N/A,singleplayer
Project Spark,"69,99 €",Sports,https://sandbox.oxylabs.io/products/2189, Microsoft Game Studios,N/A,
Assassin's Creed III - The Infamy,"51,99 €",Traditional,https://sandbox.oxylabs.io/products/2190, Ubisoft Quebec,N/A,
Tak 2: The Staff of Dreams,"73,99 €",Team,https://sandbox.oxylabs.io/products/2191, Avalanche Software,N/A,multiplayer
Yo-kai Watch 2: Psychic Specters,"82,99 €",Football,https://sandbox.oxylabs.io/products/2192, Level 5,N/A,multiplayer
Life is Strange: Episode 2 - Out of Time,"81,99 €",Arcade,https://sandbox.oxylabs.io/products/2193, DONTNOD Entertainment,N/A,
Scrolls,"75,99 €",Action,https://sandbox.oxylabs.io/products/2194, Mojang AB,N/A,
When Vikings Attack!,"69,99 €",Platformer,https://sandbox.oxylabs.io/products/2195, Clever Beans,N/A,
ArmA II: Operation Arrowhead,"81,99 €",2D,https://sandbox.oxylabs.io/products/2196, Bohemia Interactive,N/A,
Wasteland 3: The Battle of Steeltown,"73,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2197, InXile Entertainment,N/A,
The Legend of Bum-bo,"64,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/2198, James Interactive,N/A,singleplayer
Assassin's Creed Origins: The Hidden Ones,"68,99 €",Adventure,https://sandbox.oxylabs.io/products/2199, Ubisoft Montreal,N/A,
Typoman: Revised,"73,99 €",Text,https://sandbox.oxylabs.io/products/2200, Brainseed Factory,N/A,
Just Dance 2016,"59,99 €",Action,https://sandbox.oxylabs.io/products/2201, Ubisoft,N/A,multiplayer
Baboon!,"76,99 €",General,https://sandbox.oxylabs.io/products/2202, Relevo,N/A,
Pokemon Colosseum,"80,99 €",Action,https://sandbox.oxylabs.io/products/2203, Genius Sonority Inc.,N/A,multiplayer
Pride FC: Fighting Championships,"87,99 €",Platformer,https://sandbox.oxylabs.io/products/2204, Anchor (Legacy),N/A,multiplayer
Rally Fusion: Race of Champions,"73,99 €",2D,https://sandbox.oxylabs.io/products/2205, Climax Group,N/A,multiplayer
Sled Storm,"77,99 €",Music,https://sandbox.oxylabs.io/products/2206, Electronic Arts,N/A,multiplayer
Motor City Online,"63,99 €",Action,https://sandbox.oxylabs.io/products/2207, EA Games,N/A,
Formula One 2001,"60,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2208, Studio Liverpool,N/A,multiplayer
Cannon Spike,"81,99 €",Action,https://sandbox.oxylabs.io/products/2209, Psikyo,N/A,
Blair Witch Volume I: Rustin Parr,"78,99 €",Shooter,https://sandbox.oxylabs.io/products/2210, Terminal Reality,N/A,singleplayer
Titanfall: Expedition,"47,99 €",Scrolling,https://sandbox.oxylabs.io/products/2211, Respawn Entertainment,N/A,
RACE On,"75,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2212, SimBin,N/A,
Lumines Plus,"73,99 €",Horror,https://sandbox.oxylabs.io/products/2213, Opus,N/A,multiplayer
God Eater 2: Rage Burst,"65,99 €",Survival,https://sandbox.oxylabs.io/products/2214, Shift,N/A,
Punch Club,"70,99 €",Action,https://sandbox.oxylabs.io/products/2215, Lazy Bear Games,N/A,singleplayer
Pure Hold 'Em,"40,99 €",Shooter,https://sandbox.oxylabs.io/products/2216, VooFoo Studios,N/A,multiplayer
Guilty Gear Isuka,"75,99 €",First-Person,https://sandbox.oxylabs.io/products/2217, Arc System Works,N/A,multiplayer
Pandora's Tower,"81,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2218, Ganbarion,N/A,
Summoner: A Goddess Reborn,"82,99 €",Arcade,https://sandbox.oxylabs.io/products/2219, Cranky Pants Games,N/A,singleplayer
Swingerz Golf,"73,99 €",Driving,https://sandbox.oxylabs.io/products/2220, Telenet,N/A,multiplayer
NFL Fever 2003,"85,99 €",Racing,https://sandbox.oxylabs.io/products/2221, Microsoft Game Studios,N/A,multiplayer
Microsoft Golf 2001 Edition,"70,99 €",Arcade,https://sandbox.oxylabs.io/products/2222, Microsoft Game Studios,N/A,multiplayer
Septerra Core: Legacy of the Creator,"77,99 €",Automobile,https://sandbox.oxylabs.io/products/2223, Valkyrie Studios,N/A,singleplayer
Amnesia: A Machine for Pigs,"59,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2224, Frictional Games,N/A,singleplayer
South Park Let's Go Tower Defense Play!,"72,99 €",Puzzle,https://sandbox.oxylabs.io/products/2225, Microsoft Game Studios,N/A,multiplayer
New World,"47,99 €",General,https://sandbox.oxylabs.io/products/2226, Amazon Game Studios,N/A,multiplayer
Apex Construct,"66,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2227, Fast Travel Games,N/A,singleplayer
"Warhammer 40,000: Regicide","76,99 €",Action RPG,https://sandbox.oxylabs.io/products/2228, Hammerfall Publishing,N/A,multiplayer
Gateways,"76,99 €",Sports,https://sandbox.oxylabs.io/products/2229, Smudged Cat Games,N/A,
Dark Messiah of Might and Magic,"87,99 €",Simulation,https://sandbox.oxylabs.io/products/2230, Arkane Studios,N/A,multiplayer
Tormentum - Dark Sorrow,"80,99 €",Virtual,https://sandbox.oxylabs.io/products/2231, OhNoo,N/A,
Justice League Heroes: The Flash,"74,99 €",Individual,https://sandbox.oxylabs.io/products/2232, WayForward,N/A,singleplayer
Mail Mole,"64,99 €",Combat,https://sandbox.oxylabs.io/products/2233, Talpa Games,N/A,singleplayer
Heavy Bullets,"77,99 €",Career,https://sandbox.oxylabs.io/products/2234, Terri Vellimann,N/A,singleplayer
Go! Go! Kokopolo,"72,99 €",Boxing / Martial Arts,https://sandbox.oxylabs.io/products/2235, Tanukii Studios,N/A,singleplayer
Gray Matter,"77,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2236, Wizarbox,N/A,singleplayer
Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,"73,99 €",Gambling,https://sandbox.oxylabs.io/products/2237, CyberConnect2,N/A,multiplayer
Flood of Light,"68,99 €",Action,https://sandbox.oxylabs.io/products/2238, Irisloft,N/A,singleplayer
Unepic,"75,99 €",Fighting,https://sandbox.oxylabs.io/products/2239, EnjoyUp Games,N/A,
Disney Castle of Illusion starring Mickey Mouse,"73,99 €",2D,https://sandbox.oxylabs.io/products/2240, Sega,N/A,
Operation: Tango,"67,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2241, Clever Plays,N/A,multiplayer
"Borderlands 3: Guns, Love, and Tentacles","61,99 €",Linear,https://sandbox.oxylabs.io/products/2242, Gearbox Software,N/A,multiplayer
In the Groove,"85,99 €",Action,https://sandbox.oxylabs.io/products/2243, Roxor Games,N/A,multiplayer
Zoo Tycoon 2,"79,99 €",Shooter,https://sandbox.oxylabs.io/products/2244, Blue Fang Games,N/A,singleplayer
Patapon,"62,99 €",First-Person,https://sandbox.oxylabs.io/products/2245, Sony Interactive Entertainment,N/A,singleplayer
Dungeon Siege III,"47,99 €",Arcade,https://sandbox.oxylabs.io/products/2246, Obsidian Entertainment,N/A,multiplayer
FORCED,"77,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2247, BetaDwarf,N/A,multiplayer
Test Drive Unlimited 2,"58,99 €",Rhythm,https://sandbox.oxylabs.io/products/2248, Eden Studios,N/A,
Cathedral,"62,99 €",Dancing,https://sandbox.oxylabs.io/products/2249, Decemberborn Interactive,N/A,singleplayer
Hamtaro: Ham Ham Heartbreak,"88,99 €",Strategy,https://sandbox.oxylabs.io/products/2250, Pax Softonica,N/A,multiplayer
Dynasty Warriors 3: Xtreme Legends,"85,99 €",Tycoon,https://sandbox.oxylabs.io/products/2251, Omega Force,N/A,multiplayer
Ballistic: Ecks vs. Sever II,"48,99 €",Management,https://sandbox.oxylabs.io/products/2252, Crawfish Interactive,N/A,
Outlaw Golf,"69,99 €",Business / Tycoon,https://sandbox.oxylabs.io/products/2253, Simon & Schuster,N/A,multiplayer
Space Hulk Ascension,"72,99 €",Action,https://sandbox.oxylabs.io/products/2254, Full Control ApS,N/A,singleplayer
Crazy Machines 2,"71,99 €",Rhythm,https://sandbox.oxylabs.io/products/2255, FAKT Software,N/A,singleplayer
Homesick,"74,99 €",Music,https://sandbox.oxylabs.io/products/2256, Lucky Pause,N/A,singleplayer
Banjo-Kazooie: Grunty's Revenge,"81,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2257, Rare Ltd.,N/A,singleplayer
Dream Daddy: A Dad Dating Simulator,"75,99 €",Action RPG,https://sandbox.oxylabs.io/products/2258, Game Grumps,N/A,singleplayer
Shiftlings: Enhanced Edition,"72,99 €",General,https://sandbox.oxylabs.io/products/2259, Rock Pocket Games,N/A,singleplayer
Batman: The Telltale Series,"77,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2260, Telltale Games,N/A,singleplayer
Anima: Gate of Memories,"75,99 €",Action RPG,https://sandbox.oxylabs.io/products/2261, Anima Project,N/A,
The Sims 4: Get Together,"71,99 €",Driving,https://sandbox.oxylabs.io/products/2262, Maxis,N/A,
Fate/Unlimited Codes,"80,99 €",Racing,https://sandbox.oxylabs.io/products/2263, Eighting,N/A,
Immortals Fenyx Rising: The Lost Gods,"31,99 €",Simulation,https://sandbox.oxylabs.io/products/2264, Ubisoft Quebec,N/A,
ECHO (2017),"65,99 €",General,https://sandbox.oxylabs.io/products/2265, Ultra Ultra,N/A,singleplayer
Deadly Creatures,"85,99 €",Automobile,https://sandbox.oxylabs.io/products/2266, Rainbow Studios,N/A,singleplayer
Perimeter: Emperor's Testament,"73,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2267, K-D Lab,N/A,multiplayer
DOFUS,"72,99 €",Open-World,https://sandbox.oxylabs.io/products/2268, Ankama Games,N/A,multiplayer
LEGO Indiana Jones 2: The Adventure Continues,"63,99 €",Action,https://sandbox.oxylabs.io/products/2269, Traveller's Tales,N/A,singleplayer
Disney Art Academy,"71,99 €",General,https://sandbox.oxylabs.io/products/2270, Headstrong Games,N/A,
The Political Machine,"54,99 €",Action,https://sandbox.oxylabs.io/products/2271, Stardock,N/A,multiplayer
Major League Baseball 2K11,"63,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/2272, Visual Concepts,N/A,multiplayer
Candle: The Power of the Flame,"78,99 €",Action,https://sandbox.oxylabs.io/products/2273, Teku Studios,N/A,singleplayer
The Count Lucanor,"75,99 €",Platformer,https://sandbox.oxylabs.io/products/2274, Baroque Decay,N/A,singleplayer
Cities in Motion 2,"72,99 €",2D,https://sandbox.oxylabs.io/products/2275, Colossal Order,N/A,
Borderlands 2 VR,"73,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2276, Gearbox Software,N/A,singleplayer
Fist of the North Star: Lost Paradise,"78,99 €",General,https://sandbox.oxylabs.io/products/2277, Ryu ga Gotoku Studios,N/A,singleplayer
IndyCar Series,"77,99 €",Simulation,https://sandbox.oxylabs.io/products/2278, Codemasters,N/A,
Bombastic,"72,99 €",General,https://sandbox.oxylabs.io/products/2279, Shift,N/A,multiplayer
The Gladiators: The Galactic Circus Games,"72,99 €",Action,https://sandbox.oxylabs.io/products/2280, Arxel Tribe,N/A,multiplayer
Lost Kingdoms,"82,99 €",Shooter,https://sandbox.oxylabs.io/products/2281, From Software,N/A,multiplayer
Black & White: Creature Isle,"73,99 €",First-Person,https://sandbox.oxylabs.io/products/2282, Lionhead Studios,N/A,multiplayer
Nostalgia,"76,99 €",Arcade,https://sandbox.oxylabs.io/products/2283, Matrix Software,N/A,singleplayer
Smoke and Sacrifice,"67,99 €",Action,https://sandbox.oxylabs.io/products/2284, Solar Sail Games,N/A,singleplayer
Megaton Rainfall,"66,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2285, Pentadimensional Games,N/A,singleplayer
Axel & Pixel,"75,99 €",General,https://sandbox.oxylabs.io/products/2286, Silver Wish Games,N/A,singleplayer
Until Dawn: Rush of Blood,"78,99 €",Action RPG,https://sandbox.oxylabs.io/products/2287, Supermassive Games,N/A,
Shaun White Snowboarding: World Stage,"87,99 €",Driving,https://sandbox.oxylabs.io/products/2288, Ubisoft,N/A,
Sega SuperStars,"71,99 €",Racing,https://sandbox.oxylabs.io/products/2289, Sonic Team,N/A,singleplayer
Narcosis,"72,99 €",Simulation,https://sandbox.oxylabs.io/products/2290, Narcosis Team,N/A,singleplayer
Earth Defense Force 5,"77,99 €",Formula One,https://sandbox.oxylabs.io/products/2291, Sandlot,N/A,multiplayer
Secret Agent Clank,"78,99 €",Automobile,https://sandbox.oxylabs.io/products/2292, High Impact Games,N/A,singleplayer
Star Ocean 4: The Last Hope - 4K & Full HD Remaster,"70,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2293, Square Enix,N/A,singleplayer
Open Me!,"80,99 €",Puzzle,https://sandbox.oxylabs.io/products/2294, SCEI,N/A,
Ninja Gaiden Sigma Plus,"74,99 €",General,https://sandbox.oxylabs.io/products/2295, Team Ninja,N/A,singleplayer
Super Robot Taisen: Original Generation,"66,99 €",Strategy,https://sandbox.oxylabs.io/products/2296, Banpresto,N/A,singleplayer
Danganronpa Another Episode: Ultra Despair Girls,"83,99 €",Real-Time,https://sandbox.oxylabs.io/products/2297, Spike Chunsoft,N/A,singleplayer
NASCAR 07,"70,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2298, EA Tiburon,N/A,multiplayer
Hexic 2,"57,99 €",General,https://sandbox.oxylabs.io/products/2299, Carbonated Games,N/A,multiplayer
Wonderbook: Book of Spells,"66,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2300, SCEE London Studio,N/A,singleplayer
Mevo & the Grooveriders,"60,99 €",Console-style RPG,https://sandbox.oxylabs.io/products/2301, Red Rocket Games,N/A,singleplayer
Auto Assault,"79,99 €",Strategy,https://sandbox.oxylabs.io/products/2302, NetDevil,N/A,multiplayer
Horizons: Empire of Istaria,"75,99 €",Real-Time,https://sandbox.oxylabs.io/products/2303, Artifact Entertainment,N/A,multiplayer
Arc the Lad: Twilight of the Spirits,"84,99 €",Fantasy,https://sandbox.oxylabs.io/products/2304, Cattle Call,N/A,singleplayer
Disney Golf,"80,99 €",Sports,https://sandbox.oxylabs.io/products/2305, T&E Soft,N/A,multiplayer
Defender of the Crown,"40,99 €",Traditional,https://sandbox.oxylabs.io/products/2306, Crawfish Interactive,N/A,singleplayer
X-Men: Mutant Academy 2,"84,99 €",Golf,https://sandbox.oxylabs.io/products/2307, Paradox Development,N/A,multiplayer
Anarchy Online,"73,99 €",Arcade,https://sandbox.oxylabs.io/products/2308, Funcom,N/A,multiplayer
Earthworm Jim,"59,99 €",Strategy,https://sandbox.oxylabs.io/products/2309, Game Titan,N/A,singleplayer
Riddle of the Sphinx: An Egyptian Adventure,"72,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2310, Omni Creative Group,N/A,singleplayer
The Last Tinker: City of Colors,"65,99 €",Fantasy,https://sandbox.oxylabs.io/products/2311, Mimimi Productions,N/A,
Flotilla,"73,99 €",Action,https://sandbox.oxylabs.io/products/2312, Brendon Chung,N/A,
Republique,"58,99 €",Fighting,https://sandbox.oxylabs.io/products/2313," Camouflaj, LLC",N/A,
Tanuki Justice,"72,99 €",3D,https://sandbox.oxylabs.io/products/2314, Wonderboy Bobi,N/A,singleplayer
imprint-X,"72,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2315, Morgondag,N/A,
Hasbro Family Game Night: Battleship,"72,99 €",Massively Multiplayer Online,https://sandbox.oxylabs.io/products/2316, Electronic Arts,N/A,
Need for Speed: Most Wanted 5-1-0,"76,99 €",Massively Multiplayer,https://sandbox.oxylabs.io/products/2317, EA Canada,N/A,multiplayer
World Tour Soccer 06,"72,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2318, SCEE London Studio,N/A,multiplayer
Mushroom Men: The Spore Wars,"88,99 €",Action,https://sandbox.oxylabs.io/products/2319, Red Fly Studio,N/A,multiplayer
Rise: Race The Future,"58,99 €",Platformer,https://sandbox.oxylabs.io/products/2320, VD-DEV,N/A,singleplayer
Far Cry 5: Hours of Darkness,"44,99 €",2D,https://sandbox.oxylabs.io/products/2321, Ubisoft Montreal,N/A,
All Walls Must Fall,"72,99 €",Adventure,https://sandbox.oxylabs.io/products/2322, inbetweengames,N/A,singleplayer
Valkyrie Drive: Bhikkhuni,"81,99 €",General,https://sandbox.oxylabs.io/products/2323, Marvelous Inc.,N/A,multiplayer
Assassin's Creed Syndicate: Jack the Ripper,"71,99 €",Action,https://sandbox.oxylabs.io/products/2324, Ubisoft Quebec,N/A,
Steel Empire,"77,99 €",Platformer,https://sandbox.oxylabs.io/products/2325, Mebius,N/A,
Wings,"72,99 €",3D,https://sandbox.oxylabs.io/products/2326, Crawfish Interactive,N/A,
Skate It,"78,99 €",Strategy,https://sandbox.oxylabs.io/products/2327, Exient Entertainment,N/A,multiplayer
Section 8,"70,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2328, TimeGate Studios,N/A,multiplayer
Roogoo,"70,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/2329, SouthPeak Games,N/A,
Dr. Mario Online RX,"82,99 €",General,https://sandbox.oxylabs.io/products/2330, Arika,N/A,multiplayer
Smart as...,"72,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2331, XDEV,N/A,
Light Fall,"72,99 €",Linear,https://sandbox.oxylabs.io/products/2332, Bishop Games,N/A,singleplayer
Kingdoms and Castles,"73,99 €",Action,https://sandbox.oxylabs.io/products/2333," Lion Shield, LLC",N/A,singleplayer
Dungeons & Dragons Heroes,"78,99 €",Platformer,https://sandbox.oxylabs.io/products/2334, Atari,N/A,multiplayer
Shape of the World,"72,99 €",2D,https://sandbox.oxylabs.io/products/2335, Seaven Studio,N/A,singleplayer
Amnesia: Memories,"71,99 €",Action,https://sandbox.oxylabs.io/products/2336, Idea Factory,N/A,singleplayer
Cities: Skylines - Snowfall,"67,99 €",Strategy,https://sandbox.oxylabs.io/products/2337, Colossal Order,N/A,
Rail Simulator,"69,99 €",Management,https://sandbox.oxylabs.io/products/2338, Kuju Entertainment,N/A,singleplayer
Dragon Ball Z: Budokai Tenkaichi,"83,99 €",Government,https://sandbox.oxylabs.io/products/2339, Spike,N/A,multiplayer
Pac 'n Roll,"84,99 €",Simulation,https://sandbox.oxylabs.io/products/2340, Namco,N/A,singleplayer
Zanki Zero: Last Beginning,"59,99 €",Train,https://sandbox.oxylabs.io/products/2341, Spike Chunsoft,N/A,singleplayer
Dead Rising 4: Frank's Big Package,"58,99 €",Vehicle,https://sandbox.oxylabs.io/products/2342, Capcom Vancouver,N/A,multiplayer
Heavy Rain: Move Edition,"81,99 €",Action,https://sandbox.oxylabs.io/products/2343, Quantic Dream,N/A,singleplayer
Uru: The Path of the Shell,"70,99 €",Fighting,https://sandbox.oxylabs.io/products/2344, Cyan Worlds,N/A,singleplayer
Hunter: The Reckoning Redeemer,"72,99 €",3D,https://sandbox.oxylabs.io/products/2345, High Voltage Software,N/A,multiplayer
Spyro: Attack of the Rhynocs,"71,99 €",Action,https://sandbox.oxylabs.io/products/2346, Digital Eclipse,N/A,multiplayer
Jurassic Park: Operation Genesis,"87,99 €",Platformer,https://sandbox.oxylabs.io/products/2347, Blue Tongue Entertainment,N/A,singleplayer
The Scorpion King: Sword of Osiris,"72,99 €",3D,https://sandbox.oxylabs.io/products/2348, WayForward,N/A,
Hidden & Dangerous,"83,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2349, Illusion Softworks,N/A,
Dragon Ball: Fusions,"81,99 €",General,https://sandbox.oxylabs.io/products/2350, Ganbarion,N/A,singleplayer
Death's Gambit,"72,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2351, White Rabbit Interactive,N/A,singleplayer
Wattam,"65,99 €",Open-World,https://sandbox.oxylabs.io/products/2352, Funomena,N/A,singleplayer
Killing Floor,"86,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/2353, Tripwire Interactive,N/A,multiplayer
Rogue Lords,"39,99 €",Adventure,https://sandbox.oxylabs.io/products/2354, Cyanide,N/A,singleplayer
10 Second Ninja,"71,99 €",3D,https://sandbox.oxylabs.io/products/2355, GameDesignDan,N/A,
Guitar Hero: On Tour Decades,"77,99 €",Compilation,https://sandbox.oxylabs.io/products/2356, Vicarious Visions,N/A,multiplayer
Jam Sessions,"53,99 €",Modern,https://sandbox.oxylabs.io/products/2357, Plato,N/A,singleplayer
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,"59,99 €",Third-Person,https://sandbox.oxylabs.io/products/2358, Telltale Games,N/A,
Batman: Arkham City - Harley Quinn's Revenge,"68,99 €",Adventure,https://sandbox.oxylabs.io/products/2359, Rocksteady Studios,N/A,
Battletoads,"65,99 €",3D,https://sandbox.oxylabs.io/products/2360, Rare Ltd.,N/A,multiplayer
Kitty Powers' Matchmaker,"63,99 €",First-Person,https://sandbox.oxylabs.io/products/2361, STELLAR ENTERTAINMENT SOFTWARE LTD,N/A,
Lichtspeer,"76,99 €",Fantasy,https://sandbox.oxylabs.io/products/2362, Lichthund,N/A,singleplayer
Capcom Classics Collection Vol. 2,"70,99 €",Action,https://sandbox.oxylabs.io/products/2363, Digital Eclipse,N/A,multiplayer
Tembo the Badass Elephant,"69,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/2364, Game Freak,N/A,
Phoenotopia: Awakening,"84,99 €",Action,https://sandbox.oxylabs.io/products/2365, Cape Cosmic,N/A,singleplayer
Metal Gear Solid V: Metal Gear Online,"70,99 €",Platformer,https://sandbox.oxylabs.io/products/2366, Kojima Productions,N/A,
Super Swing Golf,"78,99 €",2D,https://sandbox.oxylabs.io/products/2367, Tecmo,N/A,singleplayer
The Splatters,"83,99 €",Strategy,https://sandbox.oxylabs.io/products/2368, SpikySnail Games Studio,N/A,
FIFA Manager 12,"45,99 €",Sports,https://sandbox.oxylabs.io/products/2369, Bright Future GmbH,N/A,
Overlord II,"77,99 €",Traditional,https://sandbox.oxylabs.io/products/2370, Triumph Studios,N/A,multiplayer
Endzone: A World Apart,"69,99 €",Team,https://sandbox.oxylabs.io/products/2371, Gentlymad,N/A,singleplayer
RollerCoaster Tycoon 3: Complete Edition,"73,99 €",Soccer,https://sandbox.oxylabs.io/products/2372, Frontier Developments,N/A,singleplayer
Daemon X Machina,"72,99 €",Management,https://sandbox.oxylabs.io/products/2373, Marvelous First Studio,N/A,multiplayer
Mugsters,"72,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2374, Reinkout Games,N/A,singleplayer
Dimension Drive,"75,99 €",Fantasy,https://sandbox.oxylabs.io/products/2375, 2Awesome Studio,N/A,singleplayer
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,"66,99 €",General,https://sandbox.oxylabs.io/products/2376, Level 5,N/A,singleplayer
Albion Online,"53,99 €",Strategy,https://sandbox.oxylabs.io/products/2377, Sandbox Interactive,N/A,multiplayer
Total War: WARHAMMER - Call of the Beastmen,"45,99 €",Management,https://sandbox.oxylabs.io/products/2378, Creative Assembly,N/A,
Demetrios - The BIG Cynical Adventure,"77,99 €",Government,https://sandbox.oxylabs.io/products/2379, COWCAT,N/A,singleplayer
PixelJunk Monsters: Ultimate,"74,99 €",Strategy,https://sandbox.oxylabs.io/products/2380, Double Eleven,N/A,
DodoGo! Robo,"72,99 €",Management,https://sandbox.oxylabs.io/products/2381, Alien After All,N/A,singleplayer
Command & Conquer: Red Alert 3 - Commander's Challenge,"68,99 €",Business / Tycoon,https://sandbox.oxylabs.io/products/2382, EA LA,N/A,
Legend of Kay,"76,99 €",Simulation,https://sandbox.oxylabs.io/products/2383, Neon Studios,N/A,singleplayer
IndyCar Series 2005,"72,99 €",Vehicle,https://sandbox.oxylabs.io/products/2384, Codemasters,N/A,multiplayer
All-Star Baseball 2005,"86,99 €",Combat,https://sandbox.oxylabs.io/products/2385, Acclaim,N/A,multiplayer
X2: The Threat,"72,99 €",Action Adventure,https://sandbox.oxylabs.io/products/2386, Egosoft,N/A,singleplayer
Frogger 2: Swampy's Revenge,"84,99 €",General,https://sandbox.oxylabs.io/products/2387, Hasbro Interactive,N/A,multiplayer
Nintendogs + Cats: French Bulldog & New Friends,"71,99 €",Action,https://sandbox.oxylabs.io/products/2388, Nintendo,N/A,
Shiren the Wanderer,"80,99 €",General,https://sandbox.oxylabs.io/products/2389, ChunSoft,N/A,singleplayer
Dreamfall Chapters Book Two: Rebels,"78,99 €",Shooter,https://sandbox.oxylabs.io/products/2390, Red Thread Games,N/A,
Total Overdose: A Gunslinger's Tale in Mexico,"81,99 €","""Shoot-Em-Up""",https://sandbox.oxylabs.io/products/2391, Deadline Games,N/A,singleplayer
Heretic Kingdoms: The Inquisition,"69,99 €",Vertical,https://sandbox.oxylabs.io/products/2392, 3D People,N/A,singleplayer
Lilly Looking Through,"67,99 €",Puzzle,https://sandbox.oxylabs.io/products/2393, Geeta Games,N/A,
Shrek SuperSlam,"45,99 €",General,https://sandbox.oxylabs.io/products/2394, Shaba Games,N/A,multiplayer
Where the Heart Leads,"71,99 €",Role-Playing,https://sandbox.oxylabs.io/products/2395, Armature Studio,N/A,singleplayer
Zeit Squared,"58,99 €",Massively Multiplayer Online,https://sandbox.oxylabs.io/products/2396, Brightside Games,N/A,multiplayer
Runbow,"51,99 €",Massively Multiplayer,https://sandbox.oxylabs.io/products/2397, 13AM Games,N/A,multiplayer
The Fall of the Dungeon Guardians,"68,99 €",Historic,https://sandbox.oxylabs.io/products/2398, Mana Games,N/A,singleplayer
SBK-09 Superbike World Championship,"74,99 €",Strategy,https://sandbox.oxylabs.io/products/2399, Milestone S.r.l,N/A,multiplayer
Song of the Deep,"71,99 €",Turn-Based,https://sandbox.oxylabs.io/products/2400, Insomniac Games,N/A,singleplayer
Call of Duty: Advanced Warfare - Supremacy,"64,99 €",Action,https://sandbox.oxylabs.io/products/2401,,N/A,
Toukiden: The Age of Demons,"80,99 €",Shooter,https://sandbox.oxylabs.io/products/2402, Omega Force,N/A,multiplayer
Fenix Furia,"56,99 €",First-Person,https://sandbox.oxylabs.io/products/2403, Green Lava Studios,N/A,
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,"62,99 €",Arcade,https://sandbox.oxylabs.io/products/2404, Telltale Games,N/A,
Worms 4: Mayhem,"77,99 €",General,https://sandbox.oxylabs.io/products/2405, Team17,N/A,multiplayer
Elven Legacy,"71,99 €",Action,https://sandbox.oxylabs.io/products/2406, 1C:Ino-Co,N/A,
Mutant Year Zero: Road to Eden - Seed of Evil,"64,99 €",Action,https://sandbox.oxylabs.io/products/2407, The Bearded Ladies Consulting,N/A,
